,X,Y,click
504,141,69,0
505,137,76,0
506,133,82,0
507,129,87,0
508,125,91,0
509,121,94,0
510,117,96,0
511,113,97,0
512,109,97,0
513,105,96,0
514,101,94,0
515,97,91,0
516,93,87,0
517,89,82,0
518,85,76,0
519,81,69,0
520,77,61,0
521,73,52,0
522,69,42,1
523,69,42,0
524,65,51,0
525,61,59,0
526,57,66,0
527,53,72,0
528,49,77,0
529,45,81,0
530,41,84,0
531,37,86,0
532,33,87,0
533,29,87,0
534,25,86,0
535,21,84,0
536,17,81,0
537,13,77,0
538,9,72,0
539,5,66,0
540,1,59,0
541,149,55,1
542,149,55,0
543,145,64,0
544,141,72,0
545,137,79,0
546,133,85,0
547,129,90,0
548,125,94,0
549,121,97,0
550,117,99,0
551,113,100,0
552,109,100,0
553,105,99,0
554,101,97,0
555,97,94,0
556,93,90,0
557,89,85,0
558,85,79,0
559,81,72,0
560,77,64,0
561,73,55,0
562,69,45,0
563,65,35,1
564,65,35,0
565,61,44,0
566,57,52,0
567,53,59,0
568,49,65,0
569,45,70,0
570,41,74,0
571,37,77,0
572,33,79,0
573,29,80,0
574,25,80,0
575,21,79,0
576,17,77,0
577,13,74,0
578,9,70,0
579,5,65,0
580,1,59,1
581,1,59,0
582,141,24,0
583,137,32,0
584,133,39,0
585,129,45,0
586,125,50,0
587,121,54,0
588,117,57,0
589,113,59,0
590,109,60,0
591,105,60,0
592,101,59,0
593,97,57,0
594,93,54,0
595,89,50,0
596,85,45,0
597,81,39,1
598,81,39,0
599,77,48,0
600,73,56,0
601,69,63,0
602,65,69,0
603,61,74,0
604,57,78,0
605,53,81,0
606,49,83,0
607,45,84,0
608,41,84,0
609,37,83,0
610,33,81,0
611,29,78,0
612,25,74,0
613,21,69,0
614,17,63,0
615,13,56,1
616,13,56,0
617,9,65,0
618,5,73,0
619,1,80,0
620,149,127,0
621,145,132,0
622,141,136,0
623,137,139,0
624,133,141,0
625,129,142,0
626,125,142,0
627,121,141,0
628,117,139,0
629,113,136,0
630,109,132,0
631,105,127,0
632,101,121,0
633,97,114,0
634,93,106,0
635,89,97,0
636,85,87,0
637,81,77,0
638,77,67,0
639,73,57,0
640,69,47,0
641,65,37,1
642,65,37,0
643,61,46,0
644,57,54,0
645,53,61,0
646,49,67,0
647,45,72,0
648,41,76,0
649,37,79,0
650,33,81,0
651,29,82,0
652,25,82,0
653,21,81,0
654,17,79,0
655,13,76,0
656,9,72,0
657,5,67,0
658,1,61,1
659,1,61,0
660,141,-4,0
661,137,4,0
662,133,11,0
663,129,17,0
664,125,22,0
665,121,26,0
666,117,29,0
667,113,31,0
668,109,32,0
669,105,32,0
670,101,31,0
671,97,29,0
672,93,26,0
673,89,22,0
674,85,17,0
675,81,11,0
676,77,4,1
677,77,4,0
678,73,13,0
679,69,21,0
680,65,28,0
681,61,34,0
682,57,39,0
683,53,43,0
684,49,46,0
685,45,48,0
686,41,49,0
687,37,49,0
688,33,48,1
689,33,48,0
690,29,57,0
691,25,65,0
692,21,72,0
693,17,78,0
694,13,83,0
695,9,87,0
696,5,90,0
697,1,92,0
698,149,132,0
699,145,132,0
700,141,131,0
701,137,129,0
702,133,126,0
703,129,122,0
704,125,117,0
705,121,111,0
706,117,104,0
707,113,96,0
708,109,87,0
709,105,77,0
710,101,67,0
711,97,57,0
712,93,47,0
713,89,37,0
714,85,27,1
715,85,27,0
716,81,36,0
717,77,44,0
718,73,51,0
719,69,57,0
720,65,62,0
721,61,66,0
722,57,69,0
723,53,71,0
724,49,72,0
725,45,72,0
726,41,71,0
727,37,69,0
728,33,66,0
729,29,62,0
730,25,57,0
731,21,51,1
732,21,51,0
733,17,60,0
734,13,68,0
735,9,75,0
736,5,81,0
737,1,86,0
738,141,74,0
739,137,77,0
740,133,79,0
741,129,80,0
742,125,80,0
743,121,79,0
744,117,77,0
745,113,74,0
746,109,70,0
747,105,65,0
748,101,59,0
749,97,52,0
750,93,44,0
751,89,35,1
752,89,35,0
753,85,44,0
754,81,52,0
755,77,59,0
756,73,65,0
757,69,70,0
758,65,74,0
759,61,77,0
760,57,79,0
761,53,80,0
762,49,80,0
763,45,79,0
764,41,77,0
765,37,74,0
766,33,70,1
767,33,70,0
768,29,79,0
769,25,87,0
770,21,94,0
771,17,100,0
772,13,105,0
773,9,109,0
774,5,112,0
775,1,114,0
776,149,125,0
777,145,125,0
778,141,124,0
779,137,122,0
780,133,119,0
781,129,115,0
782,125,110,0
783,121,104,0
784,117,97,0
785,113,89,0
786,109,80,0
787,105,70,0
788,101,60,0
789,97,50,1
790,97,50,0
791,93,59,0
792,89,67,0
793,85,74,0
794,81,80,0
795,77,85,0
796,73,89,0
797,69,92,0
798,65,94,0
799,61,95,0
800,57,95,0
801,53,94,0
802,49,92,0
803,45,89,0
804,41,85,0
805,37,80,0
806,33,74,0
807,29,67,1
808,29,67,0
809,25,76,0
810,21,84,0
811,17,91,0
812,13,97,0
813,9,102,0
814,5,106,0
815,1,109,0
816,141,161,0
817,137,162,0
818,133,162,0
819,129,161,0
820,125,159,0
821,121,156,0
822,117,152,0
823,113,147,0
824,109,141,0
825,105,134,0
826,101,126,0
827,97,117,0
828,93,107,0
829,89,97,0
830,85,87,0
831,81,77,0
832,77,67,0
833,73,57,0
834,69,47,1
835,69,47,0
836,65,56,0
837,61,64,0
838,57,71,0
839,53,77,0
840,49,82,0
841,45,86,0
842,41,89,0
843,37,91,0
844,33,92,0
845,29,92,0
846,25,91,0
847,21,89,0
848,17,86,0
849,13,82,0
850,9,77,0
851,5,71,0
852,1,64,1
853,1,64,0
854,149,45,0
855,145,53,0
856,141,60,0
857,137,66,0
858,133,71,0
859,129,75,0
860,125,78,0
861,121,80,0
862,117,81,0
863,113,81,0
864,109,80,0
865,105,78,0
866,101,75,0
867,97,71,0
868,93,66,0
869,89,60,0
870,85,53,0
871,81,45,0
872,77,36,1
873,77,36,0
874,73,45,0
875,69,53,0
876,65,60,0
877,61,66,0
878,57,71,0
879,53,75,0
880,49,78,0
881,45,80,0
882,41,81,0
883,37,81,0
884,33,80,0
885,29,78,0
886,25,75,0
887,21,71,0
888,17,66,0
889,13,60,1
890,13,60,0
891,9,69,0
892,5,77,0
893,1,84,0
894,141,81,0
895,137,86,0
896,133,90,0
897,129,93,0
898,125,95,0
899,121,96,0
900,117,96,0
901,113,95,0
902,109,93,0
903,105,90,0
904,101,86,0
905,97,81,0
906,93,75,0
907,89,68,0
908,85,60,0
909,81,51,0
910,77,41,0
911,73,31,1
912,73,31,0
913,69,40,0
914,65,48,0
915,61,55,0
916,57,61,0
917,53,66,0
918,49,70,0
919,45,73,0
920,41,75,0
921,37,76,0
922,33,76,0
923,29,75,0
924,25,73,0
925,21,70,0
926,17,66,0
927,13,61,1
928,13,61,0
929,9,70,0
930,5,78,0
931,1,85,0
932,149,81,0
933,145,86,0
934,141,90,0
935,137,93,0
936,133,95,0
937,129,96,0
938,125,96,0
939,121,95,0
940,117,93,0
941,113,90,0
942,109,86,0
943,105,81,0
944,101,75,0
945,97,68,0
946,93,60,0
947,89,51,1
948,89,51,0
949,85,60,0
950,81,68,0
951,77,75,0
952,73,81,0
953,69,86,0
954,65,90,0
955,61,93,0
956,57,95,0
957,53,96,0
958,49,96,0
959,45,95,0
960,41,93,0
961,37,90,0
962,33,86,0
963,29,81,0
964,25,75,0
965,21,68,1
966,21,68,0
967,17,77,0
968,13,85,0
969,9,92,0
970,5,98,0
971,1,103,0
972,141,91,0
973,137,94,0
974,133,96,0
975,129,97,0
976,125,97,0
977,121,96,0
978,117,94,0
979,113,91,0
980,109,87,0
981,105,82,0
982,101,76,0
983,97,69,0
984,93,61,0
985,89,52,0
986,85,42,1
987,85,42,0
988,81,51,0
989,77,59,0
990,73,66,0
991,69,72,0
992,65,77,0
993,61,81,0
994,57,84,0
995,53,86,0
996,49,87,0
997,45,87,0
998,41,86,0
999,37,84,0
1000,33,81,0
1001,29,77,0
1002,25,72,0
1003,21,66,0
1004,17,59,0
1005,13,51,1
1006,13,51,0
1007,9,60,0
1008,5,68,0
1009,1,75,0
1010,149,143,0
1011,145,148,0
1012,141,152,0
1013,137,155,0
1014,133,157,0
1015,129,158,0
1016,125,158,0
1017,121,157,0
1018,117,155,0
1019,113,152,0
1020,109,148,0
1021,105,143,0
1022,101,137,0
1023,97,130,0
1024,93,122,0
1025,89,113,0
1026,85,103,0
1027,81,93,0
1028,77,83,0
1029,73,73,0
1030,69,63,0
1031,65,53,0
1032,61,43,1
1033,61,43,0
1034,57,52,0
1035,53,60,0
1036,49,67,0
1037,45,73,0
1038,41,78,0
1039,37,82,0
1040,33,85,0
1041,29,87,0
1042,25,88,0
1043,21,88,0
1044,17,87,0
1045,13,85,0
1046,9,82,0
1047,5,78,0
1048,1,73,0
1049,141,59,0
1050,137,52,0
1051,133,44,0
1052,129,35,1
1053,129,35,0
1054,125,44,0
1055,121,52,0
1056,117,59,0
1057,113,65,0
1058,109,70,0
1059,105,74,0
1060,101,77,0
1061,97,79,0
1062,93,80,0
1063,89,80,0
1064,85,79,0
1065,81,77,0
1066,77,74,0
1067,73,70,0
1068,69,65,0
1069,65,59,0
1070,61,52,1
1071,61,52,0
1072,57,61,0
1073,53,69,0
1074,49,76,0
1075,45,82,0
1076,41,87,0
1077,37,91,0
1078,33,94,0
1079,29,96,0
1080,25,97,0
1081,21,97,0
1082,17,96,0
1083,13,94,0
1084,9,91,0
1085,5,87,0
1086,1,82,0
1087,149,20,0
1088,145,13,0
1089,141,5,1
1090,141,5,0
1091,137,14,0
1092,133,22,0
1093,129,29,0
1094,125,35,0
1095,121,40,0
1096,117,44,0
1097,113,47,0
1098,109,49,0
1099,105,50,0
1100,101,50,0
1101,97,49,0
1102,93,47,0
1103,89,44,1
1104,89,44,0
1105,85,53,0
1106,81,61,0
1107,77,68,0
1108,73,74,0
1109,69,79,0
1110,65,83,0
1111,61,86,0
1112,57,88,0
1113,53,89,0
1114,49,89,0
1115,45,88,0
1116,41,86,0
1117,37,83,0
1118,33,79,0
1119,29,74,0
1120,25,68,0
1121,21,61,1
1122,21,61,0
1123,17,70,0
1124,13,78,0
1125,9,85,0
1126,5,91,0
1127,1,96,0
1128,141,174,0
1129,137,177,0
1130,133,179,0
1131,129,180,0
1132,125,180,0
1133,121,179,0
1134,117,177,0
1135,113,174,0
1136,109,170,0
1137,105,165,0
1138,101,159,0
1139,97,152,0
1140,93,144,0
1141,89,135,0
1142,85,125,0
1143,81,115,0
1144,77,105,0
1145,73,95,0
1146,69,85,0
1147,65,75,0
1148,61,65,0
1149,57,55,0
1150,53,45,1
1151,53,45,0
1152,49,54,0
1153,45,62,0
1154,41,69,0
1155,37,75,0
1156,33,80,0
1157,29,84,0
1158,25,87,0
1159,21,89,0
1160,17,90,0
1161,13,90,0
1162,9,89,0
1163,5,87,0
1164,1,84,0
1165,149,-2,0
1166,145,-7,0
1167,141,-13,0
1168,137,-20,0
1169,133,-28,0
1170,129,-37,1
1171,129,-37,0
1172,125,-28,0
1173,121,-20,0
1174,117,-13,0
1175,113,-7,0
1176,109,-2,0
1177,105,2,0
1178,101,5,0
1179,97,7,0
1180,93,8,1
1181,93,8,0
1182,89,17,0
1183,85,25,0
1184,81,32,0
1185,77,38,0
1186,73,43,0
1187,69,47,1
1188,69,47,0
1189,65,56,0
1190,61,64,0
1191,57,71,0
1192,53,77,0
1193,49,82,0
1194,45,86,0
1195,41,89,0
1196,37,91,0
1197,33,92,0
1198,29,92,0
1199,25,91,0
1200,21,89,0
1201,17,86,0
1202,13,82,0
1203,9,77,0
1204,5,71,0
1205,1,64,1
1206,1,64,0
1207,141,87,0
1208,137,95,0
1209,133,102,0
1210,129,108,0
1211,125,113,0
1212,121,117,0
1213,117,120,0
1214,113,122,0
1215,109,123,0
1216,105,123,0
1217,101,122,0
1218,97,120,0
1219,93,117,0
1220,89,113,0
1221,85,108,0
1222,81,102,0
1223,77,95,0
1224,73,87,0
1225,69,78,0
1226,65,68,0
1227,61,58,1
1228,61,58,0
1229,57,67,0
1230,53,75,0
1231,49,82,0
1232,45,88,0
1233,41,93,0
1234,37,97,0
1235,33,100,0
1236,29,102,0
1237,25,103,0
1238,21,103,0
1239,17,102,0
1240,13,100,0
1241,9,97,0
1242,5,93,0
1243,1,88,0
1244,149,73,0
1245,145,66,0
1246,141,58,1
1247,141,58,0
1248,137,67,0
1249,133,75,0
1250,129,82,0
1251,125,88,0
1252,121,93,0
1253,117,97,0
1254,113,100,0
1255,109,102,0
1256,105,103,0
1257,101,103,0
1258,97,102,0
1259,93,100,0
1260,89,97,0
1261,85,93,0
1262,81,88,0
1263,77,82,0
1264,73,75,0
1265,69,67,0
1266,65,58,0
1267,61,48,0
1268,57,38,1
1269,57,38,0
1270,53,47,0
1271,49,55,0
1272,45,62,0
1273,41,68,0
1274,37,73,0
1275,33,77,0
1276,29,80,0
1277,25,82,0
1278,21,83,0
1279,17,83,0
1280,13,82,0
1281,9,80,0
1282,5,77,0
1283,1,73,0
1284,141,143,0
1285,137,137,0
1286,133,130,1
1287,133,130,0
1288,129,139,0
1289,125,147,0
1290,121,154,0
1291,117,160,0
1292,113,165,0
1293,109,169,0
1294,105,172,0
1295,101,174,0
1296,97,175,0
1297,93,175,0
1298,89,174,0
1299,85,172,0
1300,81,169,0
1301,77,165,0
1302,73,160,0
1303,69,154,0
1304,65,147,0
1305,61,139,0
1306,57,130,0
1307,53,120,0
1308,49,110,0
1309,45,100,0
1310,41,90,0
1311,37,80,0
1312,33,70,0
1313,29,60,1
1314,29,60,0
1315,25,69,0
1316,21,77,0
1317,17,84,0
1318,13,90,0
1319,9,95,0
1320,5,99,0
1321,1,102,0
1322,149,16,0
1323,145,17,0
1324,141,17,0
1325,137,16,0
1326,133,14,0
1327,129,11,0
1328,125,7,0
1329,121,2,0
1330,117,-4,1
1331,117,-4,0
1332,113,5,0
1333,109,13,0
1334,105,20,0
1335,101,26,0
1336,97,31,0
1337,93,35,0
1338,89,38,0
1339,85,40,0
1340,81,41,0
1341,77,41,0
1342,73,40,1
1343,73,40,0
1344,69,49,0
1345,65,57,0
1346,61,64,0
1347,57,70,0
1348,53,75,0
1349,49,79,0
1350,45,82,0
1351,41,84,0
1352,37,85,0
1353,33,85,0
1354,29,84,0
1355,25,82,0
1356,21,79,0
1357,17,75,0
1358,13,70,0
1359,9,64,1
1360,9,64,0
1361,5,73,0
1362,1,81,0
1363,141,104,0
1364,137,110,0
1365,133,115,0
1366,129,119,0
1367,125,122,0
1368,121,124,0
1369,117,125,0
1370,113,125,0
1371,109,124,0
1372,105,122,0
1373,101,119,0
1374,97,115,0
1375,93,110,0
1376,89,104,0
1377,85,97,0
1378,81,89,0
1379,77,80,0
1380,73,70,0
1381,69,60,0
1382,65,50,0
1383,61,40,1
1384,61,40,0
1385,57,49,0
1386,53,57,0
1387,49,64,0
1388,45,70,0
1389,41,75,0
1390,37,79,0
1391,33,82,0
1392,29,84,0
1393,25,85,0
1394,21,85,0
1395,17,84,0
1396,13,82,0
1397,9,79,0
1398,5,75,0
1399,1,70,0
1400,149,40,0
1401,145,33,0
1402,141,25,1
1403,141,25,0
1404,137,34,0
1405,133,42,0
1406,129,49,0
1407,125,55,0
1408,121,60,0
1409,117,64,0
1410,113,67,0
1411,109,69,0
1412,105,70,0
1413,101,70,0
1414,97,69,0
1415,93,67,0
1416,89,64,0
1417,85,60,0
1418,81,55,0
1419,77,49,0
1420,73,42,1
1421,73,42,0
1422,69,51,0
1423,65,59,0
1424,61,66,0
1425,57,72,0
1426,53,77,0
1427,49,81,0
1428,45,84,0
1429,41,86,0
1430,37,87,0
1431,33,87,0
1432,29,86,0
1433,25,84,0
1434,21,81,0
1435,17,77,0
1436,13,72,0
1437,9,66,0
1438,5,59,1
1439,5,59,0
1440,1,68,0
1441,141,116,0
1442,137,123,0
1443,133,129,0
1444,129,134,0
1445,125,138,0
1446,121,141,0
1447,117,143,0
1448,113,144,0
1449,109,144,0
1450,105,143,0
1451,101,141,0
1452,97,138,0
1453,93,134,0
1454,89,129,0
1455,85,123,0
1456,81,116,0
1457,77,108,0
1458,73,99,0
1459,69,89,0
1460,65,79,0
1461,61,69,0
1462,57,59,0
1463,53,49,0
1464,49,39,1
1465,49,39,0
1466,45,48,0
1467,41,56,0
1468,37,63,0
1469,33,69,0
1470,29,74,0
1471,25,78,0
1472,21,81,0
1473,17,83,0
1474,13,84,0
1475,9,84,0
1476,5,83,0
1477,1,81,0
1478,149,49,0
1479,145,45,0
1480,141,40,0
1481,137,34,0
1482,133,27,0
1483,129,19,1
1484,129,19,0
1485,125,28,0
1486,121,36,0
1487,117,43,0
1488,113,49,0
1489,109,54,0
1490,105,58,0
1491,101,61,0
1492,97,63,0
1493,93,64,0
1494,89,64,0
1495,85,63,0
1496,81,61,0
1497,77,58,0
1498,73,54,0
1499,69,49,0
1500,65,43,0
1501,61,36,1
1502,61,36,0
1503,57,45,0
1504,53,53,0
1505,49,60,0
1506,45,66,0
1507,41,71,0
1508,37,75,0
1509,33,78,0
1510,29,80,0
1511,25,81,0
1512,21,81,0
1513,17,80,0
1514,13,78,0
1515,9,75,0
1516,5,71,0
1517,1,66,0
1518,141,115,0
1519,137,108,0
1520,133,100,1
1521,133,100,0
1522,129,109,0
1523,125,117,0
1524,121,124,0
1525,117,130,0
1526,113,135,0
1527,109,139,0
1528,105,142,0
1529,101,144,0
1530,97,145,0
1531,93,145,0
1532,89,144,0
1533,85,142,0
1534,81,139,0
1535,77,135,0
1536,73,130,0
1537,69,124,0
1538,65,117,0
1539,61,109,0
1540,57,100,0
1541,53,90,0
1542,49,80,0
1543,45,70,0
1544,41,60,0
1545,37,50,1
1546,37,50,0
1547,33,59,0
1548,29,67,0
1549,25,74,0
1550,21,80,0
1551,17,85,0
1552,13,89,0
1553,9,92,0
1554,5,94,0
1555,1,95,0
1556,149,81,0
1557,145,80,0
1558,141,78,0
1559,137,75,0
1560,133,71,0
1561,129,66,0
1562,125,60,0
1563,121,53,0
1564,117,45,0
1565,113,36,1
1566,113,36,0
1567,109,45,0
1568,105,53,0
1569,101,60,0
1570,97,66,0
1571,93,71,0
1572,89,75,0
1573,85,78,0
1574,81,80,0
1575,77,81,0
1576,73,81,0
1577,69,80,0
1578,65,78,0
1579,61,75,0
1580,57,71,0
1581,53,66,0
1582,49,60,0
1583,45,53,0
1584,41,45,1
1585,41,45,0
1586,37,54,0
1587,33,62,0
1588,29,69,0
1589,25,75,0
1590,21,80,0
1591,17,84,0
1592,13,87,0
1593,9,89,0
1594,5,90,0
1595,1,90,0
1596,141,92,0
1597,137,90,0
1598,133,87,0
1599,129,83,0
1600,125,78,0
1601,121,72,0
1602,117,65,0
1603,113,57,1
1604,113,57,0
1605,109,66,0
1606,105,74,0
1607,101,81,0
1608,97,87,0
1609,93,92,0
1610,89,96,0
1611,85,99,0
1612,81,101,0
1613,77,102,0
1614,73,102,0
1615,69,101,0
1616,65,99,0
1617,61,96,0
1618,57,92,0
1619,53,87,0
1620,49,81,0
1621,45,74,0
1622,41,66,0
1623,37,57,0
1624,33,47,1
1625,33,47,0
1626,29,56,0
1627,25,64,0
1628,21,71,0
1629,17,77,0
1630,13,82,0
1631,9,86,0
1632,5,89,0
1633,1,91,0
1634,149,67,0
1635,145,67,0
1636,141,66,0
1637,137,64,0
1638,133,61,0
1639,129,57,0
1640,125,52,0
1641,121,46,1
1642,121,46,0
1643,117,55,0
1644,113,63,0
1645,109,70,0
1646,105,76,0
1647,101,81,0
1648,97,85,0
1649,93,88,0
1650,89,90,0
1651,85,91,0
1652,81,91,0
1653,77,90,0
1654,73,88,0
1655,69,85,0
1656,65,81,0
1657,61,76,0
1658,57,70,0
1659,53,63,1
1660,53,63,0
1661,49,72,0
