,X,Y,click
568,49,90,0
569,45,92,0
570,41,93,0
571,37,93,0
572,33,92,0
573,29,90,0
574,25,87,0
575,21,83,0
576,17,78,0
577,13,72,0
578,9,65,0
579,5,57,0
580,1,48,0
581,141,21,1
582,141,21,0
583,137,30,0
584,133,38,0
585,129,45,0
586,125,51,0
587,121,56,0
588,117,60,0
589,113,63,0
590,109,65,0
591,105,66,0
592,101,66,0
593,97,65,0
594,93,63,0
595,89,60,0
596,85,56,0
597,81,51,0
598,77,45,0
599,73,38,0
600,69,30,1
601,69,30,0
602,65,39,0
603,61,47,0
604,57,54,0
605,53,60,0
606,49,65,0
607,45,69,0
608,41,72,0
609,37,74,0
610,33,75,0
611,29,75,0
612,25,74,0
613,21,72,0
614,17,69,0
615,13,65,0
616,9,60,0
617,5,54,0
618,1,47,0
619,149,31,0
620,145,22,1
621,145,22,0
622,141,31,0
623,137,39,0
624,133,46,0
625,129,52,0
626,125,57,0
627,121,61,0
628,117,64,0
629,113,66,0
630,109,67,0
631,105,67,0
632,101,66,0
633,97,64,0
634,93,61,0
635,89,57,0
636,85,52,0
637,81,46,0
638,77,39,0
639,73,31,1
640,73,31,0
641,69,40,0
642,65,48,0
643,61,55,0
644,57,61,0
645,53,66,0
646,49,70,0
647,45,73,0
648,41,75,0
649,37,76,0
650,33,76,0
651,29,75,0
652,25,73,0
653,21,70,0
654,17,66,0
655,13,61,0
656,9,55,1
657,9,55,0
658,5,64,0
659,1,72,0
660,141,104,0
661,137,110,0
662,133,115,0
663,129,119,0
664,125,122,0
665,121,124,0
666,117,125,0
667,113,125,0
668,109,124,0
669,105,122,0
670,101,119,0
671,97,115,0
672,93,110,0
673,89,104,0
674,85,97,0
675,81,89,0
676,77,80,0
677,73,70,0
678,69,60,0
679,65,50,0
680,61,40,0
681,57,30,1
682,57,30,0
683,53,39,0
684,49,47,0
685,45,54,0
686,41,60,0
687,37,65,0
688,33,69,0
689,29,72,0
690,25,74,0
691,21,75,0
692,17,75,0
693,13,74,0
694,9,72,0
695,5,69,0
696,1,65,0
697,149,26,0
698,145,20,0
699,141,13,1
700,141,13,0
701,137,22,0
702,133,30,0
703,129,37,0
704,125,43,0
705,121,48,0
706,117,52,0
707,113,55,0
708,109,57,0
709,105,58,0
710,101,58,0
711,97,57,0
712,93,55,0
713,89,52,0
714,85,48,0
715,81,43,0
716,77,37,0
717,73,30,1
718,73,30,0
719,69,39,0
720,65,47,0
721,61,54,0
722,57,60,0
723,53,65,0
724,49,69,0
725,45,72,0
726,41,74,0
727,37,75,0
728,33,75,0
729,29,74,0
730,25,72,0
731,21,69,0
732,17,65,0
733,13,60,0
734,9,54,0
735,5,47,1
736,5,47,0
737,1,56,0
738,141,39,0
739,137,46,0
740,133,52,0
741,129,57,0
742,125,61,0
743,121,64,0
744,117,66,0
745,113,67,0
746,109,67,0
747,105,66,0
748,101,64,0
749,97,61,0
750,93,57,0
751,89,52,0
752,85,46,0
753,81,39,0
754,77,31,1
755,77,31,0
756,73,40,0
757,69,48,0
758,65,55,0
759,61,61,0
760,57,66,0
761,53,70,0
762,49,73,0
763,45,75,0
764,41,76,0
765,37,76,0
766,33,75,0
767,29,73,0
768,25,70,0
769,21,66,0
770,17,61,0
771,13,55,0
772,9,48,1
773,9,48,0
774,5,57,0
775,1,65,0
776,149,179,0
777,145,185,0
778,141,190,0
779,137,194,0
780,133,197,0
781,129,199,0
782,125,200,0
783,121,200,0
784,117,199,0
785,113,197,0
786,109,194,0
787,105,190,0
788,101,185,0
789,97,179,0
790,93,172,0
791,89,164,0
792,85,155,0
793,81,145,0
794,77,135,0
795,73,125,0
796,69,115,0
797,65,105,0
798,61,95,0
799,57,85,0
800,53,75,0
801,49,65,0
802,45,55,1
803,45,55,0
804,41,64,0
805,37,72,0
806,33,79,0
807,29,85,0
808,25,90,0
809,21,94,0
810,17,97,0
811,13,99,0
812,9,100,0
813,5,100,0
814,1,99,0
815,141,58,0
816,137,55,0
817,133,51,0
818,129,46,0
819,125,40,0
820,121,33,0
821,117,25,1
822,117,25,0
823,113,34,0
824,109,42,0
825,105,49,0
826,101,55,0
827,97,60,0
828,93,64,0
829,89,67,0
830,85,69,0
831,81,70,0
832,77,70,0
833,73,69,0
834,69,67,0
835,65,64,0
836,61,60,0
837,57,55,0
838,53,49,1
839,53,49,0
840,49,58,0
841,45,66,0
842,41,73,0
843,37,79,0
844,33,84,0
845,29,88,0
846,25,91,0
847,21,93,0
848,17,94,0
849,13,94,0
850,9,93,0
851,5,91,0
852,1,88,0
853,149,42,0
854,145,37,0
855,141,31,0
856,137,24,0
857,133,16,0
858,129,7,0
859,125,-3,1
860,125,-3,0
861,121,6,0
862,117,14,0
863,113,21,0
864,109,27,0
865,105,32,0
866,101,36,0
867,97,39,0
868,93,41,0
869,89,42,0
870,85,42,0
871,81,41,0
872,77,39,0
873,73,36,0
874,69,32,0
875,65,27,1
876,65,27,0
877,61,36,0
878,57,44,0
879,53,51,0
880,49,57,0
881,45,62,0
882,41,66,0
883,37,69,0
884,33,71,0
885,29,72,0
886,25,72,0
887,21,71,0
888,17,69,0
889,13,66,0
890,9,62,0
891,5,57,0
892,1,51,0
893,141,62,0
894,137,54,1
895,137,54,0
896,133,63,0
897,129,71,0
898,125,78,0
899,121,84,0
900,117,89,0
901,113,93,0
902,109,96,0
903,105,98,0
904,101,99,0
905,97,99,0
906,93,98,0
907,89,96,0
908,85,93,0
909,81,89,0
910,77,84,0
911,73,78,0
912,69,71,0
913,65,63,1
914,65,63,0
915,61,72,0
916,57,80,0
917,53,87,0
918,49,93,0
919,45,98,0
920,41,102,0
921,37,105,0
922,33,107,0
923,29,108,0
924,25,108,0
925,21,107,0
926,17,105,0
927,13,102,0
928,9,98,0
929,5,93,0
930,1,87,0
931,149,132,0
932,145,124,1
933,145,124,0
934,141,133,0
935,137,141,0
936,133,148,0
937,129,154,0
938,125,159,0
939,121,163,0
940,117,166,0
941,113,168,0
942,109,169,0
943,105,169,0
944,101,168,0
945,97,166,0
946,93,163,0
947,89,159,0
948,85,154,0
949,81,148,0
950,77,141,0
951,73,133,0
952,69,124,0
953,65,114,0
954,61,104,0
955,57,94,0
956,53,84,0
957,49,74,0
958,45,64,0
959,41,54,0
960,37,44,0
961,33,34,0
962,29,24,1
963,29,24,0
964,25,33,0
965,21,41,0
966,17,48,0
967,13,54,0
968,9,59,0
969,5,63,0
970,1,66,0
971,141,15,0
972,137,16,0
973,133,16,0
974,129,15,0
975,125,13,0
976,121,10,0
977,117,6,0
978,113,1,1
979,113,1,0
980,109,10,0
981,105,18,0
982,101,25,0
983,97,31,0
984,93,36,0
985,89,40,0
986,85,43,0
987,81,45,0
988,77,46,0
989,73,46,0
990,69,45,0
991,65,43,0
992,61,40,0
993,57,36,1
994,57,36,0
995,53,45,0
996,49,53,0
997,45,60,0
998,41,66,0
999,37,71,0
1000,33,75,0
1001,29,78,0
1002,25,80,0
1003,21,81,0
1004,17,81,0
1005,13,80,0
1006,9,78,0
1007,5,75,0
1008,1,71,0
1009,149,78,0
1010,145,72,0
1011,141,65,1
1012,141,65,0
1013,137,74,0
1014,133,82,0
1015,129,89,0
1016,125,95,0
1017,121,100,0
1018,117,104,0
1019,113,107,0
1020,109,109,0
1021,105,110,0
1022,101,110,0
1023,97,109,0
1024,93,107,0
1025,89,104,0
1026,85,100,0
1027,81,95,0
1028,77,89,0
1029,73,82,0
1030,69,74,0
1031,65,65,0
1032,61,55,0
1033,57,45,1
1034,57,45,0
1035,53,54,0
1036,49,62,0
1037,45,69,0
1038,41,75,0
1039,37,80,0
1040,33,84,0
1041,29,87,0
1042,25,89,0
1043,21,90,0
1044,17,90,0
1045,13,89,0
1046,9,87,0
1047,5,84,0
1048,1,80,0
1049,141,124,0
1050,137,118,0
1051,133,111,1
1052,133,111,0
1053,129,120,0
1054,125,128,0
1055,121,135,0
1056,117,141,0
1057,113,146,0
1058,109,150,0
1059,105,153,0
1060,101,155,0
1061,97,156,0
1062,93,156,0
1063,89,155,0
1064,85,153,0
1065,81,150,0
1066,77,146,0
1067,73,141,0
1068,69,135,0
1069,65,128,0
1070,61,120,0
1071,57,111,0
1072,53,101,0
1073,49,91,0
1074,45,81,0
1075,41,71,0
1076,37,61,0
1077,33,51,0
1078,29,41,0
1079,25,31,1
1080,25,31,0
1081,21,40,0
1082,17,48,0
1083,13,55,0
1084,9,61,0
1085,5,66,0
1086,1,70,0
1087,149,55,0
1088,145,57,0
1089,141,58,0
1090,137,58,0
1091,133,57,0
1092,129,55,0
1093,125,52,0
1094,121,48,0
1095,117,43,0
1096,113,37,1
1097,113,37,0
1098,109,46,0
1099,105,54,0
1100,101,61,0
1101,97,67,0
1102,93,72,0
1103,89,76,0
1104,85,79,0
1105,81,81,0
1106,77,82,0
1107,73,82,0
1108,69,81,0
1109,65,79,0
1110,61,76,0
1111,57,72,0
1112,53,67,0
1113,49,61,0
1114,45,54,1
1115,45,54,0
1116,41,63,0
1117,37,71,0
1118,33,78,0
1119,29,84,0
1120,25,89,0
1121,21,93,0
1122,17,96,0
1123,13,98,0
1124,9,99,0
1125,5,99,0
1126,1,98,0
1127,141,110,0
1128,137,107,0
1129,133,103,0
1130,129,98,0
1131,125,92,0
1132,121,85,0
1133,117,77,0
1134,113,68,0
1135,109,58,1
1136,109,58,0
1137,105,67,0
1138,101,75,0
1139,97,82,0
1140,93,88,0
1141,89,93,0
1142,85,97,0
1143,81,100,0
1144,77,102,0
1145,73,103,0
1146,69,103,0
1147,65,102,0
1148,61,100,0
1149,57,97,0
1150,53,93,0
1151,49,88,0
1152,45,82,0
1153,41,75,0
1154,37,67,0
1155,33,58,0
1156,29,48,1
1157,29,48,0
1158,25,57,0
1159,21,65,0
1160,17,72,0
1161,13,78,0
1162,9,83,0
1163,5,87,0
1164,1,90,0
1165,149,0,0
1166,145,1,0
1167,141,1,0
1168,137,0,0
1169,133,-2,0
1170,129,-5,0
1171,125,-9,0
1172,121,-14,0
1173,117,-20,0
1174,113,-27,1
1175,113,-27,0
1176,109,-18,0
1177,105,-10,0
1178,101,-3,0
1179,97,3,0
1180,93,8,0
1181,89,12,0
1182,85,15,0
1183,81,17,0
1184,77,18,0
1185,73,18,0
1186,69,17,0
1187,65,15,0
1188,61,12,1
1189,61,12,0
1190,57,21,0
1191,53,29,0
1192,49,36,0
1193,45,42,0
1194,41,47,0
1195,37,51,0
1196,33,54,0
1197,29,56,0
1198,25,57,0
1199,21,57,0
1200,17,56,0
1201,13,54,0
1202,9,51,0
1203,5,47,0
1204,1,42,0
1205,141,54,1
1206,141,54,0
1207,137,63,0
1208,133,71,0
1209,129,78,0
1210,125,84,0
1211,121,89,0
1212,117,93,0
1213,113,96,0
1214,109,98,0
1215,105,99,0
1216,101,99,0
1217,97,98,0
1218,93,96,0
1219,89,93,0
1220,85,89,0
1221,81,84,0
1222,77,78,0
1223,73,71,0
1224,69,63,1
1225,69,63,0
1226,65,72,0
1227,61,80,0
1228,57,87,0
1229,53,93,0
1230,49,98,0
1231,45,102,0
1232,41,105,0
1233,37,107,0
1234,33,108,0
1235,29,108,0
1236,25,107,0
1237,21,105,0
1238,17,102,0
1239,13,98,0
1240,9,93,0
1241,5,87,0
1242,1,80,0
1243,149,135,1
1244,149,135,0
1245,145,144,0
1246,141,152,0
1247,137,159,0
1248,133,165,0
1249,129,170,0
1250,125,174,0
1251,121,177,0
1252,117,179,0
1253,113,180,0
1254,109,180,0
1255,105,179,0
1256,101,177,0
1257,97,174,0
1258,93,170,0
1259,89,165,0
1260,85,159,0
1261,81,152,0
1262,77,144,0
1263,73,135,0
1264,69,125,0
1265,65,115,0
1266,61,105,0
1267,57,95,0
1268,53,85,0
1269,49,75,0
1270,45,65,1
1271,45,65,0
1272,41,74,0
1273,37,82,0
1274,33,89,0
1275,29,95,0
1276,25,100,0
1277,21,104,0
1278,17,107,0
1279,13,109,0
1280,9,110,0
1281,5,110,0
1282,1,109,0
1283,141,23,0
1284,137,20,0
1285,133,16,0
1286,129,11,0
1287,125,5,0
1288,121,-2,0
1289,117,-10,0
1290,113,-19,0
1291,109,-29,1
1292,109,-29,0
1293,105,-20,0
1294,101,-12,0
1295,97,-5,0
1296,93,1,0
1297,89,6,0
1298,85,10,0
1299,81,13,0
1300,77,15,0
1301,73,16,1
1302,73,16,0
1303,69,25,0
1304,65,33,0
1305,61,40,0
1306,57,46,0
1307,53,51,0
1308,49,55,0
1309,45,58,0
1310,41,60,0
1311,37,61,0
1312,33,61,1
1313,33,61,0
1314,29,70,0
1315,25,78,0
1316,21,85,0
1317,17,91,0
1318,13,96,0
1319,9,100,0
1320,5,103,0
1321,1,105,0
1322,149,186,0
1323,145,186,0
1324,141,185,0
1325,137,183,0
1326,133,180,0
1327,129,176,0
1328,125,171,0
1329,121,165,0
1330,117,158,0
1331,113,150,0
1332,109,141,0
1333,105,131,0
1334,101,121,0
1335,97,111,0
1336,93,101,0
1337,89,91,0
1338,85,81,0
1339,81,71,0
1340,77,61,0
1341,73,51,0
1342,69,41,1
1343,69,41,0
1344,65,50,0
1345,61,58,0
1346,57,65,0
1347,53,71,0
1348,49,76,0
1349,45,80,0
1350,41,83,0
1351,37,85,0
1352,33,86,0
1353,29,86,0
1354,25,85,0
1355,21,83,0
1356,17,80,0
1357,13,76,0
1358,9,71,0
1359,5,65,0
1360,1,58,1
1361,1,58,0
1362,141,44,0
1363,137,52,0
1364,133,59,0
1365,129,65,0
1366,125,70,0
1367,121,74,0
1368,117,77,0
1369,113,79,0
1370,109,80,0
1371,105,80,0
1372,101,79,0
1373,97,77,0
1374,93,74,0
1375,89,70,0
1376,85,65,0
1377,81,59,0
1378,77,52,0
1379,73,44,1
1380,73,44,0
1381,69,53,0
1382,65,61,0
1383,61,68,0
1384,57,74,0
1385,53,79,0
1386,49,83,0
1387,45,86,0
1388,41,88,0
1389,37,89,0
1390,33,89,0
1391,29,88,0
1392,25,86,0
1393,21,83,0
1394,17,79,0
1395,13,74,0
1396,9,68,0
1397,5,61,1
1398,5,61,0
1399,1,70,0
1400,149,107,0
1401,145,114,0
1402,141,120,0
1403,137,125,0
1404,133,129,0
1405,129,132,0
1406,125,134,0
1407,121,135,0
1408,117,135,0
1409,113,134,0
1410,109,132,0
1411,105,129,0
1412,101,125,0
1413,97,120,0
1414,93,114,0
1415,89,107,0
1416,85,99,1
1417,85,99,0
1418,81,108,0
1419,77,116,0
1420,73,123,0
1421,69,129,0
1422,65,134,0
1423,61,138,0
1424,57,141,0
1425,53,143,0
1426,49,144,0
1427,45,144,0
1428,41,143,0
1429,37,141,0
1430,33,138,0
1431,29,134,0
1432,25,129,0
1433,21,123,0
1434,17,116,0
1435,13,108,0
1436,9,99,0
1437,5,89,0
1438,1,79,0
1439,141,-9,0
1440,137,-19,1
1441,137,-19,0
1442,133,-10,0
1443,129,-2,0
1444,125,5,0
1445,121,11,0
1446,117,16,0
1447,113,20,0
1448,109,23,0
1449,105,25,0
1450,101,26,0
1451,97,26,0
1452,93,25,0
1453,89,23,0
1454,85,20,0
1455,81,16,0
1456,77,11,1
1457,77,11,0
1458,73,20,0
1459,69,28,0
1460,65,35,0
1461,61,41,0
1462,57,46,0
1463,53,50,0
1464,49,53,0
1465,45,55,0
1466,41,56,0
1467,37,56,0
1468,33,55,0
1469,29,53,0
1470,25,50,0
1471,21,46,0
1472,17,41,1
1473,17,41,0
1474,13,50,0
1475,9,58,0
1476,5,65,0
1477,1,71,0
1478,149,64,0
1479,145,68,0
1480,141,71,0
1481,137,73,0
1482,133,74,0
1483,129,74,0
1484,125,73,0
1485,121,71,0
1486,117,68,0
1487,113,64,0
1488,109,59,0
1489,105,53,0
1490,101,46,1
1491,101,46,0
1492,97,55,0
1493,93,63,0
1494,89,70,0
1495,85,76,0
1496,81,81,0
1497,77,85,0
1498,73,88,0
1499,69,90,0
1500,65,91,0
1501,61,91,0
1502,57,90,0
1503,53,88,0
1504,49,85,0
1505,45,81,0
1506,41,76,0
1507,37,70,0
1508,33,63,0
1509,29,55,0
1510,25,46,1
1511,25,46,0
1512,21,55,0
1513,17,63,0
1514,13,70,0
1515,9,76,0
1516,5,81,0
1517,1,85,0
1518,141,118,0
1519,137,120,0
1520,133,121,0
1521,129,121,0
1522,125,120,0
1523,121,118,0
1524,117,115,0
1525,113,111,0
1526,109,106,0
1527,105,100,0
1528,101,93,0
1529,97,85,0
1530,93,76,1
1531,93,76,0
1532,89,85,0
1533,85,93,0
1534,81,100,0
1535,77,106,0
1536,73,111,0
1537,69,115,0
1538,65,118,0
1539,61,120,0
1540,57,121,0
1541,53,121,0
1542,49,120,0
1543,45,118,0
1544,41,115,0
1545,37,111,0
1546,33,106,0
1547,29,100,0
1548,25,93,0
1549,21,85,0
1550,17,76,0
1551,13,66,0
1552,9,56,0
1553,5,46,1
1554,5,46,0
1555,1,55,0
1556,149,38,0
1557,145,45,0
1558,141,51,0
1559,137,56,0
1560,133,60,0
1561,129,63,0
1562,125,65,0
1563,121,66,0
1564,117,66,0
1565,113,65,0
1566,109,63,0
1567,105,60,0
1568,101,56,0
1569,97,51,0
1570,93,45,0
1571,89,38,0
1572,85,30,1
1573,85,30,0
1574,81,39,0
1575,77,47,0
1576,73,54,0
1577,69,60,0
1578,65,65,0
1579,61,69,0
1580,57,72,0
1581,53,74,0
1582,49,75,0
1583,45,75,0
1584,41,74,0
1585,37,72,0
1586,33,69,0
1587,29,65,0
1588,25,60,0
1589,21,54,0
1590,17,47,0
1591,13,39,1
1592,13,39,0
1593,9,48,0
1594,5,56,0
1595,1,63,0
1596,141,102,0
1597,137,107,0
1598,133,111,0
1599,129,114,0
1600,125,116,0
1601,121,117,0
1602,117,117,0
1603,113,116,0
1604,109,114,0
1605,105,111,0
1606,101,107,0
1607,97,102,0
1608,93,96,1
1609,93,96,0
1610,89,105,0
1611,85,113,0
1612,81,120,0
1613,77,126,0
1614,73,131,0
1615,69,135,0
1616,65,138,0
1617,61,140,0
1618,57,141,0
1619,53,141,0
1620,49,140,0
1621,45,138,0
1622,41,135,0
1623,37,131,0
1624,33,126,0
1625,29,120,0
1626,25,113,0
1627,21,105,0
1628,17,96,0
1629,13,86,0
1630,9,76,0
1631,5,66,0
1632,1,56,1
1633,1,56,0
1634,149,130,0
1635,145,138,0
1636,141,145,0
1637,137,151,0
1638,133,156,0
1639,129,160,0
1640,125,163,0
1641,121,165,0
1642,117,166,0
1643,113,166,0
1644,109,165,0
1645,105,163,0
1646,101,160,0
1647,97,156,0
1648,93,151,0
1649,89,145,0
1650,85,138,0
1651,81,130,0
1652,77,121,0
1653,73,111,1
1654,73,111,0
