,X,Y,click
579,5,65,0
580,1,60,0
581,141,63,0
582,137,56,1
583,137,56,0
584,133,65,0
585,129,73,0
586,125,80,0
587,121,86,0
588,117,91,0
589,113,95,0
590,109,98,0
591,105,100,0
592,101,101,0
593,97,101,0
594,93,100,0
595,89,98,0
596,85,95,0
597,81,91,0
598,77,86,0
599,73,80,0
600,69,73,0
601,65,65,0
602,61,56,0
603,57,46,0
604,53,36,0
605,49,26,1
606,49,26,0
607,45,35,0
608,41,43,0
609,37,50,0
610,33,56,0
611,29,61,0
612,25,65,0
613,21,68,0
614,17,70,0
615,13,71,0
616,9,71,0
617,5,70,0
618,1,68,0
619,149,113,0
620,145,109,0
621,141,104,0
622,137,98,0
623,133,91,1
624,133,91,0
625,129,100,0
626,125,108,0
627,121,115,0
628,117,121,0
629,113,126,0
630,109,130,0
631,105,133,0
632,101,135,0
633,97,136,0
634,93,136,0
635,89,135,0
636,85,133,0
637,81,130,0
638,77,126,0
639,73,121,0
640,69,115,0
641,65,108,0
642,61,100,0
643,57,91,0
644,53,81,0
645,49,71,0
646,45,61,0
647,41,51,1
648,41,51,0
649,37,60,0
650,33,68,0
651,29,75,0
652,25,81,0
653,21,86,0
654,17,90,0
655,13,93,0
656,9,95,0
657,5,96,0
658,1,96,0
659,141,133,0
660,137,131,0
661,133,128,0
662,129,124,0
663,125,119,0
664,121,113,0
665,117,106,0
666,113,98,1
667,113,98,0
668,109,107,0
669,105,115,0
670,101,122,0
671,97,128,0
672,93,133,0
673,89,137,0
674,85,140,0
675,81,142,0
676,77,143,0
677,73,143,0
678,69,142,0
679,65,140,0
680,61,137,0
681,57,133,0
682,53,128,0
683,49,122,0
684,45,115,0
685,41,107,0
686,37,98,0
687,33,88,0
688,29,78,0
689,25,68,0
690,21,58,0
691,17,48,0
692,13,38,1
693,13,38,0
694,9,47,0
695,5,55,0
696,1,62,0
697,149,8,0
698,145,13,0
699,141,17,0
700,137,20,0
701,133,22,0
702,129,23,0
703,125,23,0
704,121,22,0
705,117,20,0
706,113,17,0
707,109,13,0
708,105,8,0
709,101,2,0
710,97,-5,1
711,97,-5,0
712,93,4,0
713,89,12,0
714,85,19,0
715,81,25,0
716,77,30,0
717,73,34,0
718,69,37,0
719,65,39,0
720,61,40,0
721,57,40,0
722,53,39,0
723,49,37,1
724,49,37,0
725,45,46,0
726,41,54,0
727,37,61,0
728,33,67,0
729,29,72,0
730,25,76,0
731,21,79,0
732,17,81,0
733,13,82,0
734,9,82,0
735,5,81,0
736,1,79,0
737,141,100,0
738,137,96,0
739,133,91,0
740,129,85,0
741,125,78,0
742,121,70,1
743,121,70,0
744,117,79,0
745,113,87,0
746,109,94,0
747,105,100,0
748,101,105,0
749,97,109,0
750,93,112,0
751,89,114,0
752,85,115,0
753,81,115,0
754,77,114,0
755,73,112,0
756,69,109,0
757,65,105,0
758,61,100,0
759,57,94,0
760,53,87,0
761,49,79,0
762,45,70,0
763,41,60,0
764,37,50,0
765,33,40,1
766,33,40,0
767,29,49,0
768,25,57,0
769,21,64,0
770,17,70,0
771,13,75,0
772,9,79,0
773,5,82,0
774,1,84,0
775,149,77,0
776,145,77,0
777,141,76,0
778,137,74,0
779,133,71,0
780,129,67,0
781,125,62,0
782,121,56,0
783,117,49,0
784,113,41,1
785,113,41,0
786,109,50,0
787,105,58,0
788,101,65,0
789,97,71,0
790,93,76,0
791,89,80,0
792,85,83,0
793,81,85,0
794,77,86,0
795,73,86,0
796,69,85,0
797,65,83,0
798,61,80,0
799,57,76,0
800,53,71,0
801,49,65,0
802,45,58,0
803,41,50,0
804,37,41,1
805,37,41,0
806,33,50,0
807,29,58,0
808,25,65,0
809,21,71,0
810,17,76,0
811,13,80,0
812,9,83,0
813,5,85,0
814,1,86,0
815,141,87,0
816,137,86,0
817,133,84,0
818,129,81,0
819,125,77,0
820,121,72,0
821,117,66,0
822,113,59,0
823,109,51,1
824,109,51,0
825,105,60,0
826,101,68,0
827,97,75,0
828,93,81,0
829,89,86,0
830,85,90,0
831,81,93,0
832,77,95,0
833,73,96,0
834,69,96,0
835,65,95,0
836,61,93,0
837,57,90,0
838,53,86,0
839,49,81,0
840,45,75,0
841,41,68,0
842,37,60,0
843,33,51,0
844,29,41,0
845,25,31,1
846,25,31,0
847,21,40,0
848,17,48,0
849,13,55,0
850,9,61,0
851,5,66,0
852,1,70,0
853,149,25,0
854,145,27,0
855,141,28,0
856,137,28,0
857,133,27,0
858,129,25,0
859,125,22,0
860,121,18,0
861,117,13,0
862,113,7,0
863,109,0,0
864,105,-8,1
865,105,-8,0
866,101,1,0
867,97,9,0
868,93,16,0
869,89,22,0
870,85,27,0
871,81,31,0
872,77,34,0
873,73,36,0
874,69,37,0
875,65,37,0
876,61,36,0
877,57,34,0
878,53,31,1
879,53,31,0
880,49,40,0
881,45,48,0
882,41,55,0
883,37,61,0
884,33,66,0
885,29,70,0
886,25,73,0
887,21,75,0
888,17,76,0
889,13,76,0
890,9,75,0
891,5,73,0
892,1,70,0
893,141,75,0
894,137,70,0
895,133,64,1
896,133,64,0
897,129,73,0
898,125,81,0
899,121,88,0
900,117,94,0
901,113,99,0
902,109,103,0
903,105,106,0
904,101,108,0
905,97,109,0
906,93,109,0
907,89,108,0
908,85,106,0
909,81,103,0
910,77,99,0
911,73,94,0
912,69,88,0
913,65,81,0
914,61,73,0
915,57,64,0
916,53,54,1
917,53,54,0
918,49,63,0
919,45,71,0
920,41,78,0
921,37,84,0
922,33,89,0
923,29,93,0
924,25,96,0
925,21,98,0
926,17,99,0
927,13,99,0
928,9,98,0
929,5,96,0
930,1,93,0
931,149,79,0
932,145,74,0
933,141,68,0
934,137,61,0
935,133,53,0
936,129,44,1
937,129,44,0
938,125,53,0
939,121,61,0
940,117,68,0
941,113,74,0
942,109,79,0
943,105,83,0
944,101,86,0
945,97,88,0
946,93,89,0
947,89,89,0
948,85,88,0
949,81,86,0
950,77,83,0
951,73,79,0
952,69,74,0
953,65,68,0
954,61,61,0
955,57,53,0
956,53,44,0
957,49,34,1
958,49,34,0
959,45,43,0
960,41,51,0
961,37,58,0
962,33,64,0
963,29,69,0
964,25,73,0
965,21,76,0
966,17,78,0
967,13,79,0
968,9,79,0
969,5,78,0
970,1,76,0
971,141,141,0
972,137,137,0
973,133,132,0
974,129,126,1
975,129,126,0
976,125,135,0
977,121,143,0
978,117,150,0
979,113,156,0
980,109,161,0
981,105,165,0
982,101,168,0
983,97,170,0
984,93,171,0
985,89,171,0
986,85,170,0
987,81,168,0
988,77,165,0
989,73,161,0
990,69,156,0
991,65,150,0
992,61,143,0
993,57,135,0
994,53,126,0
995,49,116,0
996,45,106,0
997,41,96,0
998,37,86,0
999,33,76,0
1000,29,66,0
1001,25,56,0
1002,21,46,1
1003,21,46,0
1004,17,55,0
1005,13,63,0
1006,9,70,0
1007,5,76,0
1008,1,81,0
1009,149,18,0
1010,145,21,0
1011,141,23,0
1012,137,24,0
1013,133,24,0
1014,129,23,0
1015,125,21,0
1016,121,18,0
1017,117,14,0
1018,113,9,0
1019,109,3,0
1020,105,-4,0
1021,101,-12,1
1022,101,-12,0
1023,97,-3,0
1024,93,5,0
1025,89,12,0
1026,85,18,0
1027,81,23,0
1028,77,27,0
1029,73,30,0
1030,69,32,0
1031,65,33,0
1032,61,33,0
1033,57,32,0
1034,53,30,1
1035,53,30,0
1036,49,39,0
1037,45,47,0
1038,41,54,0
1039,37,60,0
1040,33,65,0
1041,29,69,0
1042,25,72,0
1043,21,74,0
1044,17,75,0
1045,13,75,0
1046,9,74,0
1047,5,72,0
1048,1,69,0
1049,141,96,0
1050,137,91,0
1051,133,85,0
1052,129,78,1
1053,129,78,0
1054,125,87,0
1055,121,95,0
1056,117,102,0
1057,113,108,0
1058,109,113,0
1059,105,117,0
1060,101,120,0
1061,97,122,0
1062,93,123,0
1063,89,123,0
1064,85,122,0
1065,81,120,0
1066,77,117,0
1067,73,113,0
1068,69,108,0
1069,65,102,0
1070,61,95,0
1071,57,87,0
1072,53,78,0
1073,49,68,0
1074,45,58,0
1075,41,48,0
1076,37,38,1
1077,37,38,0
1078,33,47,0
1079,29,55,0
1080,25,62,0
1081,21,68,0
1082,17,73,0
1083,13,77,0
1084,9,80,0
1085,5,82,0
1086,1,83,0
1087,149,99,0
1088,145,98,0
1089,141,96,0
1090,137,93,0
1091,133,89,0
1092,129,84,0
1093,125,78,0
1094,121,71,1
1095,121,71,0
1096,117,80,0
1097,113,88,0
1098,109,95,0
1099,105,101,0
1100,101,106,0
1101,97,110,0
1102,93,113,0
1103,89,115,0
1104,85,116,0
1105,81,116,0
1106,77,115,0
1107,73,113,0
1108,69,110,0
1109,65,106,0
1110,61,101,0
1111,57,95,0
1112,53,88,0
1113,49,80,0
1114,45,71,0
1115,41,61,0
1116,37,51,1
1117,37,51,0
1118,33,60,0
1119,29,68,0
1120,25,75,0
1121,21,81,0
1122,17,86,0
1123,13,90,0
1124,9,93,0
1125,5,95,0
1126,1,96,0
1127,141,75,0
1128,137,74,0
1129,133,72,0
1130,129,69,0
1131,125,65,0
1132,121,60,0
1133,117,54,0
1134,113,47,0
1135,109,39,1
1136,109,39,0
1137,105,48,0
1138,101,56,0
1139,97,63,0
1140,93,69,0
1141,89,74,0
1142,85,78,0
1143,81,81,0
1144,77,83,0
1145,73,84,0
1146,69,84,0
1147,65,83,0
1148,61,81,0
1149,57,78,0
1150,53,74,0
1151,49,69,0
1152,45,63,0
1153,41,56,0
1154,37,48,0
1155,33,39,1
1156,33,39,0
1157,29,48,0
1158,25,56,0
1159,21,63,0
1160,17,69,0
1161,13,74,0
1162,9,78,0
1163,5,81,0
1164,1,83,0
1165,149,87,0
1166,145,87,0
1167,141,86,0
1168,137,84,0
1169,133,81,0
1170,129,77,0
1171,125,72,0
1172,121,66,0
1173,117,59,0
1174,113,51,1
1175,113,51,0
1176,109,60,0
1177,105,68,0
1178,101,75,0
1179,97,81,0
1180,93,86,0
1181,89,90,0
1182,85,93,0
1183,81,95,0
1184,77,96,0
1185,73,96,0
1186,69,95,0
1187,65,93,0
1188,61,90,0
1189,57,86,0
1190,53,81,0
1191,49,75,0
1192,45,68,0
1193,41,60,0
1194,37,51,0
1195,33,41,1
1196,33,41,0
1197,29,50,0
1198,25,58,0
1199,21,65,0
1200,17,71,0
1201,13,76,0
1202,9,80,0
1203,5,83,0
1204,1,85,0
1205,141,92,0
1206,137,92,0
1207,133,91,0
1208,129,89,0
1209,125,86,0
1210,121,82,0
1211,117,77,0
1212,113,71,0
1213,109,64,0
1214,105,56,1
1215,105,56,0
1216,101,65,0
1217,97,73,0
1218,93,80,0
1219,89,86,0
1220,85,91,0
1221,81,95,0
1222,77,98,0
1223,73,100,0
1224,69,101,0
1225,65,101,0
1226,61,100,0
1227,57,98,0
1228,53,95,0
1229,49,91,0
1230,45,86,0
1231,41,80,0
1232,37,73,0
1233,33,65,0
1234,29,56,1
1235,29,56,0
1236,25,65,0
1237,21,73,0
1238,17,80,0
1239,13,86,0
1240,9,91,0
1241,5,95,0
1242,1,98,0
1243,149,136,0
1244,145,137,0
1245,141,137,0
1246,137,136,0
1247,133,134,0
1248,129,131,0
1249,125,127,0
1250,121,122,0
1251,117,116,0
1252,113,109,0
1253,109,101,0
1254,105,92,0
1255,101,82,0
1256,97,72,1
1257,97,72,0
1258,93,81,0
1259,89,89,0
1260,85,96,0
1261,81,102,0
1262,77,107,0
1263,73,111,0
1264,69,114,0
1265,65,116,0
1266,61,117,0
1267,57,117,0
1268,53,116,0
1269,49,114,0
1270,45,111,0
1271,41,107,0
1272,37,102,0
1273,33,96,0
1274,29,89,0
1275,25,81,0
1276,21,72,0
1277,17,62,0
1278,13,52,0
1279,9,42,0
1280,5,32,1
1281,5,32,0
1282,1,41,0
1283,141,-12,0
1284,137,-5,0
1285,133,1,0
1286,129,6,0
1287,125,10,0
1288,121,13,0
1289,117,15,0
1290,113,16,0
1291,109,16,0
1292,105,15,0
1293,101,13,0
1294,97,10,0
1295,93,6,0
1296,89,1,1
1297,89,1,0
1298,85,10,0
1299,81,18,0
1300,77,25,0
1301,73,31,0
1302,69,36,0
1303,65,40,0
1304,61,43,0
1305,57,45,0
1306,53,46,0
1307,49,46,0
1308,45,45,1
1309,45,45,0
1310,41,54,0
1311,37,62,0
1312,33,69,0
1313,29,75,0
1314,25,80,0
1315,21,84,0
1316,17,87,0
1317,13,89,0
1318,9,90,0
1319,5,90,0
1320,1,89,0
1321,149,116,0
1322,145,113,0
1323,141,109,0
1324,137,104,0
1325,133,98,0
1326,129,91,0
1327,125,83,0
1328,121,74,1
1329,121,74,0
1330,117,83,0
1331,113,91,0
1332,109,98,0
1333,105,104,0
1334,101,109,0
1335,97,113,0
1336,93,116,0
1337,89,118,0
1338,85,119,0
1339,81,119,0
1340,77,118,0
1341,73,116,0
1342,69,113,0
1343,65,109,0
1344,61,104,0
1345,57,98,0
1346,53,91,0
1347,49,83,0
1348,45,74,0
1349,41,64,0
1350,37,54,0
1351,33,44,0
1352,29,34,1
1353,29,34,0
1354,25,43,0
1355,21,51,0
1356,17,58,0
1357,13,64,0
1358,9,69,0
1359,5,73,0
1360,1,76,0
1361,141,116,0
1362,137,117,0
1363,133,117,0
1364,129,116,0
1365,125,114,0
1366,121,111,0
1367,117,107,0
1368,113,102,0
1369,109,96,0
1370,105,89,0
1371,101,81,0
1372,97,72,1
1373,97,72,0
1374,93,81,0
1375,89,89,0
1376,85,96,0
1377,81,102,0
1378,77,107,0
1379,73,111,0
1380,69,114,0
1381,65,116,0
1382,61,117,0
1383,57,117,0
1384,53,116,0
1385,49,114,0
1386,45,111,0
1387,41,107,0
1388,37,102,0
1389,33,96,0
1390,29,89,0
1391,25,81,0
1392,21,72,0
1393,17,62,0
1394,13,52,0
1395,9,42,1
1396,9,42,0
1397,5,51,0
1398,1,59,0
1399,149,-16,0
1400,145,-10,0
1401,141,-5,0
1402,137,-1,0
1403,133,2,0
1404,129,4,0
1405,125,5,0
1406,121,5,0
1407,117,4,0
1408,113,2,0
1409,109,-1,0
1410,105,-5,1
1411,105,-5,0
1412,101,4,0
1413,97,12,0
1414,93,19,0
1415,89,25,0
1416,85,30,0
1417,81,34,0
1418,77,37,0
1419,73,39,1
1420,73,39,0
1421,69,48,0
1422,65,56,0
1423,61,63,0
1424,57,69,0
1425,53,74,0
1426,49,78,0
1427,45,81,0
1428,41,83,0
1429,37,84,0
1430,33,84,0
1431,29,83,0
1432,25,81,0
1433,21,78,0
1434,17,74,0
1435,13,69,0
1436,9,63,1
1437,9,63,0
1438,5,72,0
1439,1,80,0
1440,141,86,0
1441,137,92,0
1442,133,97,0
1443,129,101,0
1444,125,104,0
1445,121,106,0
1446,117,107,0
1447,113,107,0
1448,109,106,0
1449,105,104,0
1450,101,101,0
1451,97,97,0
1452,93,92,0
1453,89,86,0
1454,85,79,0
1455,81,71,0
1456,77,62,0
1457,73,52,0
1458,69,42,0
1459,65,32,1
1460,65,32,0
1461,61,41,0
1462,57,49,0
1463,53,56,0
1464,49,62,0
1465,45,67,0
1466,41,71,0
1467,37,74,0
1468,33,76,0
1469,29,77,0
1470,25,77,0
1471,21,76,0
1472,17,74,0
1473,13,71,0
1474,9,67,0
1475,5,62,0
1476,1,56,0
1477,149,109,1
1478,149,109,0
1479,145,118,0
1480,141,126,0
1481,137,133,0
1482,133,139,0
1483,129,144,0
1484,125,148,0
1485,121,151,0
1486,117,153,0
1487,113,154,0
1488,109,154,0
1489,105,153,0
1490,101,151,0
1491,97,148,0
1492,93,144,0
1493,89,139,0
1494,85,133,0
1495,81,126,0
1496,77,118,0
1497,73,109,0
1498,69,99,0
1499,65,89,0
1500,61,79,0
1501,57,69,0
1502,53,59,0
1503,49,49,0
1504,45,39,0
1505,41,29,1
1506,41,29,0
1507,37,38,0
1508,33,46,0
1509,29,53,0
1510,25,59,0
1511,21,64,0
1512,17,68,0
1513,13,71,0
1514,9,73,0
1515,5,74,0
1516,1,74,0
1517,141,42,0
1518,137,40,0
1519,133,37,0
1520,129,33,0
1521,125,28,0
1522,121,22,0
1523,117,15,0
1524,113,7,1
1525,113,7,0
1526,109,16,0
1527,105,24,0
1528,101,31,0
1529,97,37,0
1530,93,42,0
1531,89,46,0
1532,85,49,0
1533,81,51,0
1534,77,52,0
1535,73,52,0
1536,69,51,0
1537,65,49,0
1538,61,46,0
1539,57,42,0
1540,53,37,0
1541,49,31,1
1542,49,31,0
1543,45,40,0
1544,41,48,0
1545,37,55,0
1546,33,61,0
1547,29,66,0
1548,25,70,0
1549,21,73,0
1550,17,75,0
1551,13,76,0
1552,9,76,0
1553,5,75,0
1554,1,73,0
1555,149,89,0
1556,145,85,0
1557,141,80,0
1558,137,74,1
1559,137,74,0
1560,133,83,0
1561,129,91,0
1562,125,98,0
1563,121,104,0
1564,117,109,0
1565,113,113,0
1566,109,116,0
1567,105,118,0
1568,101,119,0
1569,97,119,0
1570,93,118,0
1571,89,116,0
1572,85,113,0
1573,81,109,0
1574,77,104,0
1575,73,98,0
1576,69,91,0
1577,65,83,0
1578,61,74,0
1579,57,64,1
1580,57,64,0
1581,53,73,0
1582,49,81,0
1583,45,88,0
1584,41,94,0
1585,37,99,0
1586,33,103,0
1587,29,106,0
1588,25,108,0
1589,21,109,0
1590,17,109,0
1591,13,108,0
1592,9,106,0
1593,5,103,0
1594,1,99,0
1595,141,131,0
1596,137,125,0
1597,133,118,0
1598,129,110,0
1599,125,101,0
1600,121,91,1
1601,121,91,0
1602,117,100,0
1603,113,108,0
1604,109,115,0
1605,105,121,0
1606,101,126,0
1607,97,130,0
1608,93,133,0
1609,89,135,0
1610,85,136,0
1611,81,136,0
1612,77,135,0
1613,73,133,0
1614,69,130,0
1615,65,126,0
1616,61,121,0
1617,57,115,0
1618,53,108,0
1619,49,100,0
1620,45,91,0
1621,41,81,0
1622,37,71,0
1623,33,61,0
1624,29,51,0
1625,25,41,1
1626,25,41,0
1627,21,50,0
1628,17,58,0
1629,13,65,0
1630,9,71,0
1631,5,76,0
1632,1,80,0
1633,149,45,0
1634,145,47,0
1635,141,48,0
1636,137,48,0
